source,source_record_id,doi,title,journal,issn,eissn,received_date,accepted_date,published_date,review_days,production_days,total_days,evidence_url,harvested_at
pubmed,42060632,10.1371/journal.pone.0347495,When stripes in clothes deceive: Cross-cultural examination of perceptual and belief discrepancies about horizontal stripes in clothes.,PloS one,1932-6203,,2025-11-27,2026-04-01,2026-04-30,125,29,154,https://pubmed.ncbi.nlm.nih.gov/42060632/,2026-05-02
pubmed,42060631,10.1371/journal.pone.0347431,Analysis of adenylate cyclase activity in Japanese children with orthostatic dysregulation.,PloS one,1932-6203,,2025-08-19,2026-04-01,2026-04-30,225,29,254,https://pubmed.ncbi.nlm.nih.gov/42060631/,2026-05-02
pubmed,42060630,10.1371/journal.pone.0346937,Enhancing user perception and drone flight control through AR-based object projection.,PloS one,1932-6203,,2025-06-23,2026-03-24,2026-04-30,274,37,311,https://pubmed.ncbi.nlm.nih.gov/42060630/,2026-05-02
pubmed,42060629,10.1371/journal.pone.0341174,Integrated UAV photogrammetry and SMRM constitutive modeling for spatial stability assessment of layered rock slopes.,PloS one,1932-6203,,2025-05-07,2026-01-02,2026-04-30,240,118,358,https://pubmed.ncbi.nlm.nih.gov/42060629/,2026-05-02
pubmed,42060628,10.1371/journal.pone.0347929,Mechanistic modelling of highly pathogenic avian influenza: A scoping review revealing critical gaps in cross-species transmission models.,PloS one,1932-6203,,2026-01-07,2026-04-09,2026-04-30,92,21,113,https://pubmed.ncbi.nlm.nih.gov/42060628/,2026-05-02
pubmed,42060627,10.1371/journal.pone.0348017,Exercise intensity and shooting position modulate fixation behavior and 2-point shooting accuracy in elite female basketball players: An eye-tracking study.,PloS one,1932-6203,,2025-10-01,2026-04-09,2026-04-30,190,21,211,https://pubmed.ncbi.nlm.nih.gov/42060627/,2026-05-02
pubmed,42060625,10.1371/journal.pone.0348444,"C-terminal S-acylation governs membrane distribution, interaction dynamics and function of a plant Rho GTPase.",PloS one,1932-6203,,2025-12-14,2026-04-16,2026-04-30,123,14,137,https://pubmed.ncbi.nlm.nih.gov/42060625/,2026-05-02
pubmed,42060624,10.1371/journal.pone.0347032,"Association between psychological distress, lifestyle and career planning on health-related quality of life among the university students during school closure of COVID-19 pandemic in China.",PloS one,1932-6203,,2025-11-12,2026-03-26,2026-04-30,134,35,169,https://pubmed.ncbi.nlm.nih.gov/42060624/,2026-05-02
pubmed,42060623,10.1371/journal.pone.0347556,Persistent proteinuria among a cohort of Nigerian children with sickle cell anaemia.,PloS one,1932-6203,,2026-01-21,2026-04-03,2026-04-30,72,27,99,https://pubmed.ncbi.nlm.nih.gov/42060623/,2026-05-02
pubmed,42060622,10.1371/journal.pone.0347764,Effects of LED light spectra and intensity on winter citrus nursery production.,PloS one,1932-6203,,2025-08-20,2026-04-07,2026-04-30,230,23,253,https://pubmed.ncbi.nlm.nih.gov/42060622/,2026-05-02
pubmed,42060621,10.1371/journal.pone.0312887,Characteristics of private health insurance enrollees and the association between health coverage type and outpatient service utilization in Saudi Arabia: Insights from the National Saudi Family Health Survey.,PloS one,1932-6203,,2024-10-15,2026-04-13,2026-04-30,545,17,562,https://pubmed.ncbi.nlm.nih.gov/42060621/,2026-05-02
pubmed,42060619,10.1371/journal.pone.0345500,Cooking skills in undergraduates: Results of a multicenter Brazilian cross-sectional study.,PloS one,1932-6203,,2025-07-02,2026-03-05,2026-04-30,246,56,302,https://pubmed.ncbi.nlm.nih.gov/42060619/,2026-05-02
pubmed,42060618,10.1371/journal.pone.0348175,Single-cell RNA sequencing of healthy and diseased rat temporomandibular joint condyle cartilage.,PloS one,1932-6203,,2025-10-01,2026-04-13,2026-04-30,194,17,211,https://pubmed.ncbi.nlm.nih.gov/42060618/,2026-05-02
pubmed,42060614,10.1371/journal.pone.0348192,"Characteristics and dynamics of malaria vectors around the Soum dam in Nanoro Health District, Burkina Faso.",PloS one,1932-6203,,2025-06-11,2026-04-13,2026-04-30,306,17,323,https://pubmed.ncbi.nlm.nih.gov/42060614/,2026-05-02
pubmed,42060612,10.1371/journal.pone.0347907,"Unraveling the role of ChREBP in lung adenocarcinoma: Expression, regulatory networks, and potential functional impact.",PloS one,1932-6203,,2025-03-01,2026-04-08,2026-04-30,403,22,425,https://pubmed.ncbi.nlm.nih.gov/42060612/,2026-05-02
pubmed,42060611,10.1371/journal.pone.0348146,The Healthy Smoker Paradox: Socioeconomic status as a fundamental cause of reversed anemia risk among Yemeni youth.,PloS one,1932-6203,,2025-12-18,2026-04-10,2026-04-30,113,20,133,https://pubmed.ncbi.nlm.nih.gov/42060611/,2026-05-02
pubmed,42060610,10.1371/journal.pone.0347871,Effects of mindful breathing meditation on stereotype expression in two randomized controlled double-blinded trials.,PloS one,1932-6203,,2024-02-19,2026-04-01,2026-04-30,772,29,801,https://pubmed.ncbi.nlm.nih.gov/42060610/,2026-05-02
pubmed,42060609,10.1371/journal.pone.0345644,"Integrated monitoring of enveloped viruses in hospital environments: Detection, persistence, and implications for infection control.",PloS one,1932-6203,,2025-10-24,2026-03-09,2026-04-30,136,52,188,https://pubmed.ncbi.nlm.nih.gov/42060609/,2026-05-02
pubmed,42060608,10.1371/journal.pone.0336725,"Generation Alpha's expectations at work: Well-being, pay and sense of agency.",PloS one,1932-6203,,2025-04-02,2026-04-08,2026-04-30,371,22,393,https://pubmed.ncbi.nlm.nih.gov/42060608/,2026-05-02
pubmed,42060604,10.1371/journal.pone.0347531,"Knowledge of the risks, hygiene habits and perceived health issues associated with pesticide mixing and application among smallholder farmers.",PloS one,1932-6203,,2025-05-14,2026-04-04,2026-04-30,325,26,351,https://pubmed.ncbi.nlm.nih.gov/42060604/,2026-05-02
pubmed,42060602,10.1371/journal.pone.0347784,SCSCTS: An improved SCS+C topographic correction model with shadow compensation for mountainous regions.,PloS one,1932-6203,,2025-07-01,2026-04-07,2026-04-30,280,23,303,https://pubmed.ncbi.nlm.nih.gov/42060602/,2026-05-02
pubmed,42060601,10.1371/journal.pone.0346503,"Predicting water status, growth and yield of tomato under different irrigation regimes using the RGB image indices and artificial neural network model.",PloS one,1932-6203,,2025-09-16,2026-03-19,2026-04-30,184,42,226,https://pubmed.ncbi.nlm.nih.gov/42060601/,2026-05-02
pubmed,42060600,10.1371/journal.pone.0345449,Phytochemical directed synthesis of flower-like ZnO nanostructures from almond peel extract for sunlight-activated congo red degradation.,PloS one,1932-6203,,2026-03-04,2026-04-09,2026-04-30,36,21,57,https://pubmed.ncbi.nlm.nih.gov/42060600/,2026-05-02
pubmed,42060599,10.1371/journal.pone.0344656,Research on the aging characteristics of base liquor in Sichuan Province's strong Aroma Baijiu at different aging periods using mass spectrometry and 3D fluorescence spectroscopy methods.,PloS one,1932-6203,,2025-02-20,2026-02-23,2026-04-30,368,66,434,https://pubmed.ncbi.nlm.nih.gov/42060599/,2026-05-02
pubmed,42060598,10.1371/journal.pone.0346675,Olive orchard intensification compromises soil water erosion control in a semi-arid environment.,PloS one,1932-6203,,2025-10-30,2026-03-23,2026-04-30,144,38,182,https://pubmed.ncbi.nlm.nih.gov/42060598/,2026-05-02
pubmed,42060596,10.1371/journal.pone.0348062,Perianal lidocaine application during unsedated colonoscopy: A double-blind randomized controlled trial.,PloS one,1932-6203,,2025-07-03,2026-04-08,2026-04-30,279,22,301,https://pubmed.ncbi.nlm.nih.gov/42060596/,2026-05-02
pubmed,42060594,10.1371/journal.pone.0348427,"Risk of nephrotoxicity among dry cleaning workers exposed to perchloroethylene: A comparative cross-sectional study in Addis Ababa, Ethiopia.",PloS one,1932-6203,,2026-02-07,2026-04-16,2026-04-30,68,14,82,https://pubmed.ncbi.nlm.nih.gov/42060594/,2026-05-02
pubmed,42060593,10.1371/journal.pone.0347763,Robotic versus open component separation: A retrospective cohort and propensity score analysis of complication rates and clinical outcomes.,PloS one,1932-6203,,2025-12-20,2026-04-07,2026-04-30,108,23,131,https://pubmed.ncbi.nlm.nih.gov/42060593/,2026-05-02
pubmed,42060591,10.1371/journal.pone.0346519,Quantitative proteomic analysis of longissimus dorsi muscle in Chinese and Western pigs using DIA mass spectrometry with PRM validation.,PloS one,1932-6203,,2025-10-30,2026-03-17,2026-04-30,138,44,182,https://pubmed.ncbi.nlm.nih.gov/42060591/,2026-05-02
pubmed,42060589,10.1371/journal.pone.0347769,Modeling the relationship between residents' happiness and human settlement quality: An IGSA-MLPNN-GARSON approach.,PloS one,1932-6203,,2025-11-16,2026-04-07,2026-04-30,142,23,165,https://pubmed.ncbi.nlm.nih.gov/42060589/,2026-05-02
